order_id,customer_id,order_date,status,region_code
43,53.0,2024-08-11 03:47:26,RETURNED,EAST
44,422.0,07-11-2024,DELIVERED,WEST
45,306.0,2026-06-19 06:38:10,CANCELLED,SOUTH
46,462.0,2024-07-29 16:02:24,SHIPPED,SOUTH
47,471.0,2024-11-07 11:27:06,PLACED,SOUTH
48,68.0,2025-02-18 23:41:07,PLACED,SOUTH
49,365.0,2025-05-31 01:09:10,PLACED,WEST
50,131.0,2025-04-06 05:32:57,RETURNED,NORTH
51,25.0,2026-07-06 19:39:45,PLACED,NORTH
52,214.0,2025-01-29 08:57:14,PLACED,EAST
53,79.0,2024-11-20 10:42:19,PLACED,EAST
54,52.0,2026-03-27 00:33:37,DELIVERED,SOUTH
55,461.0,2024-08-02 15:15:28,RETURNED,NORTH
56,402.0,2024-11-27 11:48:11,SHIPPED,SOUTH
57,426.0,2026-06-19 21:41:17,SHIPPED,EAST
58,152.0,2024-10-21 01:50:35,RETURNED,WEST
59,353.0,2026-01-23 05:33:11,DELIVERED,SOUTH
60,,2025-05-27 15:39:15,PLACED,WEST
61,47.0,2024-12-04 14:00:51,PLACED,NORTH
62,330.0,2026-01-01 02:30:18,DELIVERED,EAST
63,52.0,2025-05-18 16:13:32,PLACED,EAST
64,347.0,2025-01-12 18:52:59,PLACED,NORTH
65,456.0,21-04-2026,SHIPPED,SOUTH
66,458.0,2026-02-25 12:30:51,RETURNED,EAST
67,48.0,2025-10-15 16:45:17,DELIVERED,SOUTH
68,205.0,2026-01-21 16:20:25,DELIVERED,WEST
69,245.0,2025-03-20 02:08:44,SHIPPED,NORTH
70,372.0,2026-05-12 04:18:10,SHIPPED,NORTH
71,303.0,2024-11-12 13:38:59,RETURNED,WEST
72,195.0,2025-10-14 06:08:39,RETURNED,NORTH
73,451.0,2024-09-15 17:25:31,SHIPPED,WEST
74,58.0,2026-05-23 20:43:32,CANCELLED,NORTH
75,336.0,2025-07-17 22:37:27,RETURNED,SOUTH
76,343.0,2024-10-07 09:36:44,RETURNED,NORTH
77,373.0,2026-06-03 01:57:00,DELIVERED,WEST
78,424.0,2025-10-26 11:24:23,RETURNED,NORTH
79,,2024-10-15 04:21:30,RETURNED,WEST
80,446.0,2024-08-14 21:47:40,CANCELLED,EAST
81,497.0,2024-10-11 10:47:55,RETURNED,SOUTH
82,194.0,2025-09-19 21:54:54,SHIPPED,NORTH
83,411.0,2024-12-12 00:11:42,PLACED,WEST
84,61.0,2026-03-10 23:09:51,PLACED,NORTH
85,19.0,2026-04-19 15:33:43,PLACED,NORTH
86,494.0,2026-01-06 03:19:54,DELIVERED,SOUTH
87,234.0,2025-07-06 00:46:40,DELIVERED,NORTH
88,433.0,2025-07-20 00:22:25,RETURNED,WEST
89,187.0,2025-09-07 19:32:52,PLACED,NORTH
90,114.0,17-01-2026,DELIVERED,EAST
91,192.0,2026-06-24 14:04:40,PLACED,SOUTH
92,421.0,2025-01-23 14:37:17,CANCELLED,NORTH
93,101.0,2025-12-11 01:54:44,CANCELLED,SOUTH
94,401.0,2024-09-08 15:31:21,DELIVERED,NORTH
95,24.0,2024-12-19 00:51:23,RETURNED,NORTH
96,231.0,2025-07-15 18:32:06,RETURNED,SOUTH
97,3.0,2026-04-06 08:07:14,PLACED,WEST
98,248.0,2025-05-06 06:50:43,SHIPPED,SOUTH
99,66.0,2026-04-10 07:55:42,RETURNED,EAST
100,197.0,2025-05-08 16:05:31,RETURNED,SOUTH
101,494.0,2025-06-14 01:29:38,DELIVERED,WEST
102,71.0,2026-06-06 22:27:54,RETURNED,EAST
103,281.0,2025-12-14 15:37:47,RETURNED,SOUTH
104,320.0,2026-01-03 18:19:22,DELIVERED,SOUTH
105,333.0,2025-10-30 18:13:01,SHIPPED,EAST
106,390.0,2024-10-04 05:09:29,CANCELLED,WEST
107,458.0,2024-08-30 22:28:46,DELIVERED,WEST
108,268.0,2024-12-11 07:18:11,CANCELLED,SOUTH
109,29.0,2026-04-29 17:55:24,SHIPPED,EAST
110,75.0,2026-06-21 02:00:49,DELIVERED,SOUTH
111,17.0,2025-09-24 12:45:44,CANCELLED,NORTH
112,346.0,2024-07-31 14:42:30,SHIPPED,WEST
113,402.0,2026-05-12 18:28:58,DELIVERED,NORTH
114,199.0,2026-04-28 11:57:48,DELIVERED,NORTH
115,,2025-03-04 22:16:33,RETURNED,WEST
116,467.0,2024-08-16 04:41:02,DELIVERED,SOUTH
117,494.0,2025-05-23 00:08:11,CANCELLED,SOUTH
118,39.0,2025-12-29 03:54:29,SHIPPED,NORTH
119,220.0,2025-12-09 16:32:29,DELIVERED,SOUTH
120,434.0,2025-05-19 12:46:41,DELIVERED,WEST
121,80.0,24-03-2026,DELIVERED,NORTH
122,321.0,2025-06-15 02:38:19,DELIVERED,WEST
123,282.0,2025-09-20 05:54:28,DELIVERED,SOUTH
124,267.0,2025-12-24 05:32:36,RETURNED,SOUTH
125,275.0,2024-07-25 05:23:44,DELIVERED,SOUTH
126,340.0,2024-11-22 08:48:49,DELIVERED,EAST
127,386.0,2026-04-24 01:13:01,CANCELLED,NORTH
128,178.0,2024-08-09 01:14:20,RETURNED,SOUTH
129,350.0,2026-05-17 16:06:37,CANCELLED,NORTH
130,277.0,2026-05-01 12:39:15,PLACED,EAST
131,261.0,2024-11-05 16:56:30,PLACED,EAST
132,99.0,2025-04-15 16:55:46,PLACED,NORTH
133,490.0,2025-01-22 15:57:02,RETURNED,NORTH
134,108.0,2025-07-27 06:05:07,SHIPPED,WEST
135,106.0,2025-01-29 23:35:19,CANCELLED,NORTH
136,79.0,01-12-2025,DELIVERED,NORTH
137,28.0,2026-05-12 05:20:51,DELIVERED,NORTH
138,117.0,2025-07-03 02:34:42,CANCELLED,WEST
139,208.0,2025-11-28 08:23:28,PLACED,WEST
140,274.0,19-05-2025,RETURNED,NORTH
141,300.0,05-01-2026,PLACED,EAST
142,55.0,2025-03-23 16:23:51,DELIVERED,NORTH
143,475.0,2025-10-31 07:25:31,CANCELLED,NORTH
144,274.0,2025-03-07 02:14:20,CANCELLED,EAST
145,74.0,2025-04-08 10:30:20,DELIVERED,NORTH
146,285.0,2025-06-21 18:02:47,PLACED,NORTH
147,202.0,2024-11-06 12:42:44,PLACED,EAST
148,380.0,2025-05-26 00:35:06,DELIVERED,SOUTH
149,331.0,2026-04-27 06:54:57,SHIPPED,SOUTH
150,316.0,2026-01-13 03:26:37,SHIPPED,NORTH
151,410.0,2025-08-26 13:51:57,PLACED,WEST
152,38.0,2026-05-01 00:50:57,PLACED,EAST
153,372.0,2025-03-16 06:33:37,DELIVERED,EAST
154,336.0,2025-06-30 18:35:03,DELIVERED,NORTH
155,163.0,2024-07-22 02:49:27,DELIVERED,EAST
156,79.0,2026-04-28 22:33:37,DELIVERED,EAST
157,87.0,17-12-2025,SHIPPED,SOUTH
158,329.0,2025-05-30 07:39:02,DELIVERED,SOUTH
159,170.0,2025-12-19 01:05:40,CANCELLED,WEST
160,157.0,2025-05-01 08:17:22,PLACED,SOUTH
161,42.0,2026-01-29 12:36:38,SHIPPED,SOUTH
162,454.0,2024-09-15 18:00:36,PLACED,NORTH
163,324.0,25-02-2026,RETURNED,WEST
164,109.0,2025-08-26 15:39:49,RETURNED,EAST
165,277.0,2026-02-11 12:48:06,SHIPPED,EAST
166,457.0,2024-12-13 03:31:46,DELIVERED,SOUTH
167,262.0,2025-03-22 14:55:31,DELIVERED,NORTH
168,435.0,2024-10-20 02:06:51,RETURNED,SOUTH
169,72.0,2025-02-13 04:26:47,SHIPPED,SOUTH
170,248.0,2024-10-05 00:16:29,PLACED,SOUTH
171,119.0,2026-06-08 12:41:56,DELIVERED,SOUTH
172,,2025-04-10 02:55:03,DELIVERED,WEST
173,233.0,2025-05-05 03:26:30,PLACED,EAST
174,496.0,2024-10-27 17:48:07,DELIVERED,EAST
175,292.0,2025-12-10 20:32:48,CANCELLED,EAST
176,460.0,2025-04-12 00:27:40,RETURNED,EAST
177,465.0,2025-09-30 10:20:26,CANCELLED,EAST
178,177.0,2025-12-17 11:39:34,CANCELLED,NORTH
179,72.0,2025-12-18 19:33:03,SHIPPED,NORTH
180,144.0,2026-06-16 11:18:16,SHIPPED,SOUTH
181,368.0,2024-10-06 19:08:29,SHIPPED,WEST
182,369.0,2024-10-16 04:51:44,CANCELLED,WEST
183,83.0,2025-09-08 13:47:19,CANCELLED,NORTH
184,66.0,2025-05-19 07:31:06,SHIPPED,SOUTH
185,21.0,2025-10-29 14:10:58,SHIPPED,NORTH
186,473.0,2025-09-07 15:00:14,CANCELLED,NORTH
187,373.0,2025-04-17 10:15:45,DELIVERED,NORTH
188,311.0,2025-06-16 19:02:06,CANCELLED,SOUTH
189,211.0,2026-03-17 10:24:16,RETURNED,SOUTH
190,262.0,2026-01-12 18:55:18,DELIVERED,WEST
191,36.0,2025-03-05 11:07:02,CANCELLED,SOUTH
192,104.0,2024-08-25 17:49:57,RETURNED,WEST
193,311.0,2024-09-25 04:37:46,CANCELLED,NORTH
194,273.0,2025-08-13 02:46:12,PLACED,NORTH
195,67.0,2025-04-20 15:18:54,RETURNED,NORTH
196,397.0,2024-09-13 01:00:07,CANCELLED,WEST
197,23.0,2026-03-22 06:10:00,CANCELLED,SOUTH
198,247.0,2026-01-28 05:29:12,CANCELLED,EAST
199,380.0,2025-05-26 06:21:19,RETURNED,NORTH
200,131.0,2025-10-22 05:00:42,SHIPPED,NORTH
201,449.0,2026-03-26 00:36:40,DELIVERED,SOUTH
202,,2024-11-16 20:42:53,PLACED,NORTH
203,193.0,2024-09-12 05:35:25,DELIVERED,WEST
204,80.0,2025-09-09 13:34:13,RETURNED,EAST
205,275.0,2026-06-05 16:42:35,DELIVERED,EAST
206,204.0,2025-05-23 11:49:27,CANCELLED,WEST
207,287.0,2025-06-28 09:49:31,DELIVERED,EAST
208,397.0,2025-02-20 12:57:20,SHIPPED,NORTH
209,229.0,2024-09-29 20:56:20,SHIPPED,NORTH
210,206.0,2025-11-29 05:26:15,RETURNED,NORTH
211,494.0,2025-06-03 10:32:02,PLACED,SOUTH
212,308.0,2024-08-23 03:56:36,PLACED,EAST
213,41.0,2025-07-09 02:09:36,CANCELLED,WEST
214,267.0,2025-11-03 12:13:01,RETURNED,NORTH
215,420.0,2024-09-10 08:02:40,CANCELLED,WEST
216,,2024-09-22 04:02:26,RETURNED,EAST
217,402.0,2025-04-03 01:00:15,RETURNED,SOUTH
218,346.0,20-10-2024,SHIPPED,NORTH
219,45.0,2026-03-26 22:47:09,CANCELLED,EAST
220,208.0,2024-08-16 09:34:52,RETURNED,NORTH
221,36.0,2025-02-22 20:57:37,RETURNED,EAST
222,287.0,2024-09-28 08:35:31,DELIVERED,EAST
223,142.0,2025-02-26 17:30:05,SHIPPED,WEST
224,295.0,05-09-2024,SHIPPED,WEST
225,287.0,2025-06-26 02:10:20,DELIVERED,EAST
226,412.0,2026-06-02 02:04:07,DELIVERED,EAST
227,495.0,2026-04-24 15:50:54,CANCELLED,SOUTH
228,493.0,2026-03-12 03:02:19,CANCELLED,NORTH
229,133.0,2025-11-13 21:25:33,SHIPPED,SOUTH
230,212.0,2026-03-29 21:54:22,RETURNED,NORTH
231,135.0,2025-09-08 00:49:13,PLACED,WEST
232,421.0,2025-12-13 02:14:53,RETURNED,SOUTH
233,182.0,2024-07-09 12:43:08,RETURNED,EAST
234,383.0,2025-01-11 15:36:28,SHIPPED,WEST
235,121.0,2026-02-03 20:05:18,DELIVERED,SOUTH
236,428.0,2025-05-23 19:12:38,RETURNED,EAST
237,55.0,2025-12-06 18:36:12,PLACED,WEST
238,392.0,2026-06-11 23:51:45,PLACED,WEST
239,162.0,2024-12-13 03:20:04,RETURNED,EAST
240,392.0,2025-07-21 09:03:59,DELIVERED,WEST
241,296.0,2025-02-06 16:00:29,RETURNED,WEST
242,277.0,09-08-2024,DELIVERED,WEST
243,398.0,2025-10-04 14:43:56,PLACED,WEST
244,5.0,17-11-2024,SHIPPED,WEST
245,167.0,2026-06-30 18:26:05,DELIVERED,SOUTH
246,122.0,2026-04-28 15:09:49,RETURNED,EAST
247,256.0,2025-07-21 00:24:47,CANCELLED,EAST
248,206.0,2026-03-20 21:15:18,SHIPPED,SOUTH
249,352.0,2025-09-20 09:14:17,PLACED,EAST
250,285.0,2024-08-19 05:54:21,CANCELLED,SOUTH
251,492.0,2025-05-19 16:41:27,CANCELLED,NORTH
252,256.0,2025-05-10 08:56:23,RETURNED,EAST
253,154.0,2025-06-28 16:45:09,RETURNED,NORTH
254,354.0,2025-08-01 18:05:38,SHIPPED,EAST
255,323.0,2024-08-05 04:10:05,DELIVERED,EAST
256,287.0,2026-01-21 10:18:51,DELIVERED,EAST
257,,2024-10-12 01:05:40,RETURNED,SOUTH
258,333.0,2025-04-29 18:44:18,SHIPPED,EAST
259,345.0,2025-02-04 02:41:51,CANCELLED,NORTH
260,147.0,2025-11-01 12:22:53,SHIPPED,SOUTH
261,476.0,2025-01-16 21:11:02,RETURNED,WEST
262,37.0,2025-10-10 04:31:02,DELIVERED,SOUTH
263,335.0,2025-11-08 05:04:45,DELIVERED,WEST
264,228.0,2025-09-25 05:24:04,DELIVERED,WEST
265,95.0,2025-05-08 13:49:04,SHIPPED,SOUTH
266,482.0,2026-05-30 12:46:35,PLACED,SOUTH
267,53.0,2024-10-14 20:04:49,CANCELLED,NORTH
268,,2026-03-08 17:10:39,PLACED,NORTH
269,80.0,2024-07-31 09:30:18,CANCELLED,EAST
270,378.0,2025-12-14 03:12:01,SHIPPED,SOUTH
271,88.0,13-07-2025,DELIVERED,EAST
272,240.0,2026-03-22 06:23:45,RETURNED,EAST
273,70.0,2025-07-21 08:24:22,RETURNED,SOUTH
274,234.0,2025-03-26 22:31:59,RETURNED,WEST
275,328.0,2026-02-19 11:54:24,DELIVERED,WEST
276,413.0,2025-09-07 04:14:29,DELIVERED,EAST
277,80.0,2024-07-18 23:51:02,PLACED,SOUTH
278,241.0,2026-01-06 23:27:07,CANCELLED,WEST
279,393.0,2024-10-24 15:34:27,DELIVERED,SOUTH
280,281.0,2025-02-01 07:31:21,CANCELLED,WEST
281,84.0,2025-03-09 13:26:55,CANCELLED,WEST
282,41.0,2025-08-26 23:39:33,SHIPPED,EAST
283,381.0,2026-05-24 01:03:43,DELIVERED,WEST
284,36.0,2025-06-07 15:52:52,DELIVERED,NORTH
285,317.0,2024-11-19 03:51:10,RETURNED,WEST
286,10.0,2024-09-11 10:35:24,RETURNED,NORTH
287,53.0,2026-01-07 06:07:50,SHIPPED,WEST
288,120.0,2025-07-12 22:44:15,PLACED,WEST
289,216.0,2025-07-25 22:46:08,CANCELLED,EAST
290,406.0,23-11-2025,PLACED,SOUTH
291,398.0,2025-11-11 19:08:30,RETURNED,WEST
292,459.0,2025-12-05 23:52:12,CANCELLED,NORTH
293,394.0,2026-02-16 11:29:20,CANCELLED,WEST
294,18.0,2024-12-12 14:59:10,PLACED,SOUTH
295,349.0,2025-04-24 06:09:44,DELIVERED,SOUTH
296,22.0,2026-04-30 12:20:38,RETURNED,NORTH
297,327.0,2025-02-07 11:23:58,DELIVERED,NORTH
298,112.0,2026-07-05 22:56:44,SHIPPED,WEST
299,86.0,2024-11-23 18:12:52,RETURNED,NORTH
300,125.0,10-05-2026,PLACED,WEST
301,80.0,2024-12-12 16:36:09,PLACED,SOUTH
302,47.0,2026-03-08 05:46:14,DELIVERED,NORTH
303,331.0,2026-01-25 20:04:11,RETURNED,NORTH
304,120.0,2026-05-08 06:22:30,RETURNED,EAST
305,225.0,2026-02-06 00:53:06,PLACED,WEST
306,69.0,2024-07-20 10:17:40,PLACED,WEST
307,287.0,2024-07-18 08:32:19,CANCELLED,SOUTH
308,279.0,2025-07-30 18:43:55,CANCELLED,EAST
309,307.0,2026-03-24 07:38:46,RETURNED,SOUTH
310,80.0,2024-09-01 22:19:36,DELIVERED,EAST
311,398.0,2025-02-03 09:15:07,CANCELLED,SOUTH
312,318.0,2024-08-13 11:57:05,RETURNED,SOUTH
313,33.0,2024-09-17 14:08:32,RETURNED,WEST
314,350.0,2025-08-01 07:44:04,RETURNED,SOUTH
315,166.0,2025-01-23 22:26:10,DELIVERED,NORTH
316,338.0,2026-01-30 16:51:33,SHIPPED,SOUTH
317,104.0,2025-08-17 12:38:08,SHIPPED,NORTH
318,,2024-12-26 20:58:37,CANCELLED,WEST
319,360.0,2026-05-07 17:03:12,PLACED,EAST
320,368.0,2025-06-24 22:55:49,SHIPPED,WEST
321,427.0,2025-03-03 19:24:07,PLACED,EAST
322,481.0,2026-04-21 20:46:52,DELIVERED,NORTH
323,137.0,2026-01-20 18:28:19,PLACED,EAST
324,111.0,2025-07-18 18:58:28,PLACED,NORTH
325,273.0,2026-02-04 11:13:32,SHIPPED,SOUTH
326,486.0,2024-10-17 06:00:40,RETURNED,WEST
327,393.0,2025-09-08 10:04:45,DELIVERED,WEST
328,219.0,2025-11-08 18:53:37,SHIPPED,SOUTH
329,259.0,2024-10-14 08:20:34,SHIPPED,WEST
330,463.0,2024-08-26 22:03:16,DELIVERED,EAST
331,325.0,2025-10-15 09:58:22,DELIVERED,SOUTH
332,110.0,2025-06-23 09:50:00,RETURNED,EAST
333,232.0,2026-05-28 02:29:53,CANCELLED,NORTH
334,146.0,2025-04-08 07:29:27,RETURNED,SOUTH
335,155.0,26-10-2024,SHIPPED,SOUTH
336,12.0,2024-07-12 11:30:41,DELIVERED,SOUTH
337,236.0,2025-10-05 15:43:14,SHIPPED,EAST
338,299.0,2026-06-06 14:01:21,DELIVERED,EAST
339,205.0,2026-04-24 21:38:11,SHIPPED,NORTH
340,406.0,2024-08-14 12:25:47,CANCELLED,NORTH
341,154.0,17-08-2024,RETURNED,WEST
342,29.0,2025-12-10 19:56:19,DELIVERED,EAST
343,223.0,2026-03-22 23:58:09,PLACED,SOUTH
344,435.0,2024-07-31 02:13:28,PLACED,WEST
345,269.0,15-10-2024,RETURNED,SOUTH
346,358.0,2025-09-08 14:39:34,PLACED,WEST
347,386.0,2024-12-05 08:35:06,RETURNED,NORTH
348,149.0,2025-09-16 05:31:41,SHIPPED,SOUTH
349,244.0,2024-11-30 19:17:22,PLACED,WEST
350,205.0,2025-07-30 15:06:53,SHIPPED,SOUTH
351,102.0,2024-12-08 03:35:37,RETURNED,SOUTH
352,377.0,2025-07-04 09:41:08,SHIPPED,NORTH
353,221.0,2025-02-05 21:17:08,RETURNED,NORTH
354,212.0,2025-08-08 02:38:36,DELIVERED,SOUTH
355,305.0,2025-11-02 16:27:03,DELIVERED,SOUTH
356,316.0,2025-02-24 00:36:32,CANCELLED,SOUTH
357,474.0,2024-09-06 11:27:18,SHIPPED,EAST
358,373.0,2024-09-26 18:05:57,PLACED,NORTH
359,318.0,2025-08-06 20:57:30,DELIVERED,NORTH
360,412.0,2026-01-15 03:27:10,CANCELLED,WEST
361,,2024-09-26 21:38:53,RETURNED,SOUTH
362,268.0,2024-09-30 17:11:06,RETURNED,WEST
363,73.0,2026-02-21 13:02:45,PLACED,WEST
364,340.0,2025-11-04 12:45:04,DELIVERED,SOUTH
365,103.0,2024-11-05 12:10:11,RETURNED,EAST
366,336.0,2024-07-18 17:22:28,PLACED,WEST
367,340.0,2025-03-06 11:24:38,DELIVERED,NORTH
368,,2026-03-15 02:35:30,CANCELLED,SOUTH
369,261.0,2025-06-29 03:54:26,PLACED,EAST
370,306.0,2024-08-27 00:00:28,SHIPPED,SOUTH
371,235.0,2025-07-16 05:46:03,PLACED,NORTH
372,272.0,2025-11-10 00:46:49,CANCELLED,WEST
373,10.0,2025-07-28 18:04:36,DELIVERED,EAST
374,121.0,2024-11-07 12:45:10,RETURNED,EAST
375,321.0,2025-04-12 12:42:50,CANCELLED,NORTH
376,486.0,2025-11-01 12:28:44,SHIPPED,EAST
377,337.0,2024-08-10 21:09:38,CANCELLED,SOUTH
378,294.0,2024-07-11 20:27:03,DELIVERED,EAST
379,68.0,2025-08-28 10:02:17,SHIPPED,SOUTH
380,159.0,2025-05-14 19:18:12,RETURNED,SOUTH
381,466.0,2024-08-30 20:35:52,SHIPPED,SOUTH
382,286.0,2025-09-23 05:21:34,PLACED,SOUTH
383,451.0,2026-02-18 04:27:02,PLACED,EAST
384,212.0,2024-11-08 09:26:29,DELIVERED,WEST
385,421.0,2026-02-28 23:34:49,DELIVERED,SOUTH
386,55.0,2025-06-20 15:57:50,PLACED,EAST
387,314.0,2025-10-22 14:40:29,SHIPPED,SOUTH
388,184.0,2026-01-08 03:58:46,CANCELLED,SOUTH
389,310.0,2026-02-15 06:18:35,DELIVERED,SOUTH
390,252.0,2026-04-07 08:18:22,SHIPPED,SOUTH
391,210.0,2026-01-05 12:36:40,PLACED,EAST
392,114.0,2026-01-10 01:56:02,SHIPPED,SOUTH
393,475.0,2025-06-28 14:13:58,CANCELLED,WEST
394,444.0,2024-08-05 14:05:06,SHIPPED,WEST
395,22.0,2025-08-03 15:43:33,CANCELLED,EAST
396,481.0,2026-02-11 01:44:18,RETURNED,NORTH
397,232.0,2026-02-24 13:59:00,PLACED,SOUTH
398,203.0,2025-01-03 14:44:22,PLACED,WEST
399,323.0,2025-12-05 17:29:12,SHIPPED,EAST
400,453.0,2026-05-25 21:00:48,DELIVERED,WEST
401,151.0,2025-04-08 00:53:09,PLACED,SOUTH
402,331.0,2024-08-18 08:38:45,RETURNED,NORTH
403,300.0,2025-03-19 16:46:07,RETURNED,SOUTH
404,166.0,2024-07-23 05:47:18,SHIPPED,WEST
405,365.0,2024-10-10 09:32:48,CANCELLED,NORTH
406,355.0,2025-12-17 20:04:14,SHIPPED,NORTH
407,362.0,2024-11-22 19:22:46,DELIVERED,NORTH
408,197.0,2025-10-31 01:01:50,RETURNED,SOUTH
409,195.0,12-12-2024,SHIPPED,EAST
410,338.0,2026-02-11 18:52:56,SHIPPED,SOUTH
411,365.0,2024-10-02 10:48:17,DELIVERED,EAST
412,493.0,2025-08-12 09:52:27,SHIPPED,NORTH
413,492.0,2024-11-02 19:16:41,RETURNED,EAST
414,,2026-05-28 20:48:37,CANCELLED,NORTH
415,253.0,2025-06-23 04:35:45,RETURNED,WEST
416,227.0,2024-07-23 01:44:47,RETURNED,NORTH
417,281.0,2024-09-25 20:35:27,RETURNED,SOUTH
418,,2025-08-09 13:54:48,DELIVERED,NORTH
419,17.0,2026-01-23 15:31:02,RETURNED,EAST
420,45.0,21-02-2025,CANCELLED,SOUTH
421,146.0,2025-06-19 08:17:22,RETURNED,SOUTH
422,384.0,2026-05-05 05:18:30,PLACED,NORTH
423,166.0,2025-10-07 04:35:57,CANCELLED,NORTH
424,432.0,2025-06-08 00:06:02,DELIVERED,WEST
425,356.0,2024-08-20 12:43:26,DELIVERED,WEST
426,357.0,2026-02-01 01:48:10,PLACED,NORTH
427,323.0,2025-06-01 17:28:38,PLACED,WEST
428,310.0,2024-11-20 08:06:44,DELIVERED,WEST
429,163.0,2025-08-12 12:03:41,RETURNED,EAST
430,315.0,2026-02-10 11:12:01,RETURNED,WEST
431,93.0,2025-09-15 01:29:28,SHIPPED,EAST
432,1.0,2026-06-04 05:35:51,CANCELLED,NORTH
433,107.0,2025-04-24 21:27:31,CANCELLED,WEST
434,,2026-05-26 21:30:32,SHIPPED,NORTH
435,354.0,2025-04-22 07:14:57,PLACED,EAST
436,282.0,2025-03-30 18:23:12,PLACED,NORTH
437,175.0,2024-10-27 05:08:16,RETURNED,NORTH
438,100.0,2025-06-08 18:39:05,DELIVERED,WEST
439,409.0,23-11-2024,SHIPPED,WEST
440,236.0,2026-06-05 01:56:06,RETURNED,EAST
441,417.0,2025-05-05 04:45:06,PLACED,EAST
442,348.0,2026-05-09 17:13:37,RETURNED,NORTH
443,351.0,2024-10-22 04:40:32,DELIVERED,NORTH
444,144.0,2026-05-25 06:04:02,DELIVERED,WEST
445,432.0,2024-08-20 15:07:31,RETURNED,WEST
446,60.0,2025-06-25 03:27:42,DELIVERED,EAST
447,140.0,2026-03-02 11:33:26,CANCELLED,SOUTH
448,425.0,2025-05-03 14:14:02,SHIPPED,EAST
449,192.0,2025-05-07 06:31:49,SHIPPED,NORTH
450,13.0,2025-01-05 14:19:18,RETURNED,SOUTH
451,473.0,2026-06-04 09:24:39,RETURNED,EAST
452,74.0,2024-12-03 05:42:23,PLACED,SOUTH
453,19.0,2026-06-26 03:45:04,RETURNED,NORTH
454,,2025-08-27 16:23:53,RETURNED,NORTH
455,456.0,23-06-2026,RETURNED,EAST
456,,2026-03-23 01:33:23,SHIPPED,EAST
457,147.0,2025-05-27 01:37:17,DELIVERED,WEST
458,140.0,2026-06-13 15:48:49,DELIVERED,NORTH
459,,2025-08-17 07:53:56,RETURNED,NORTH
460,180.0,2025-05-24 19:36:41,DELIVERED,SOUTH
461,412.0,2025-03-05 16:45:38,SHIPPED,SOUTH
462,314.0,2025-09-04 05:12:33,RETURNED,WEST
463,15.0,2025-10-12 03:49:41,PLACED,NORTH
464,45.0,2024-09-17 13:32:07,SHIPPED,WEST
465,160.0,2026-06-18 11:08:25,SHIPPED,NORTH
466,387.0,2026-07-07 05:29:37,RETURNED,SOUTH
467,411.0,2025-03-24 13:57:26,CANCELLED,NORTH
468,351.0,2026-01-13 00:12:18,CANCELLED,WEST
469,115.0,2025-10-11 19:05:02,RETURNED,EAST
